"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","0","6","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","0","8","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","24","0","4","2","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","7","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","0","50","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","24","0","8","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","10","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","0","2","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","24","0","70","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","24","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","24","0","50","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","24","0","52","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","24","0","52","6","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","24","0","80","2","0.000000","0","40"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","24","0","150","3","0.000000","0","50"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","0","52","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","0","112","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","24","0","228","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","24","0","72","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","24","0","228","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","24","0","228","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","24","0","228","6","0.000000","0","0"
"/Game/MyContent/SquirtGun/source/waterGun_Material.waterGun_Material","24","40","40","1","89.086884","0","40"
"/Game/MyContent/ColorMaterials/GCBrandColor-2.GCBrandColor-2","24","40","40","1","110.314728","0","40"
"/Game/MyContent/ColorMaterials/GCBrandColor-1.GCBrandColor-1","24","40","40","1","104.519791","0","40"
"/Game/MyContent/ColorMaterials/GCBrandColor-6.GCBrandColor-6","24","40","40","1","125.781151","0","0"
"/Game/MyContent/ColorMaterials/GCBrandColor-5.GCBrandColor-5","24","40","0","1","0.000000","0","0"
